scientific_name,english_name,accession_number_for_main_haplotype,lineage,assessment_id,year_published,latest,category,criteria,pop_trend,locations,region,code,iucn_name,iucn_synonyms,gbif_synonyms,extended_lineage,biosample_accession,geo_location,latlon,biosample_provider,biosample_collectedby,biosample_comment,biosample_title,assembly_comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
Glossophaga mutica,Merriam's long-tongued bat,GCA_039655065.1,Mammals,22107768,2015,TRUE,LC,NA,Stable,"French Guiana, Peru, El Salvador, Honduras, Bolivia, Plurinational States of, Venezuela, Bolivarian Republic of, Brazil, Costa Rica, Jamaica, Belize, Colombia, Mexico, Suriname, Panama, Argentina, Sonora, Paraguay, Grenada, Guyana, Trinidad and Tobago, Nicaragua, Tamaulipas",Global,1,Glossophaga soricina, ,Glossophaga mutica; Glossophaga soricina handleyi; Glossophaga soricina mutica,Mammals,SAMN40946060,"Belize: Orange Walk District, Lamanai",17.76715 N 88.65135 W,"Bat1K, St. Andrews University: Sonja Vernes",Nancy Simmons,"Merriam's long-tongued bat (Glossophaga mutica) is a species of bat in the leaf-nosed bat family, Phyllostomidae, and is found in Mexico, Central America, and northern South America (from Wikipedia entry for Glossophaga). This sample of a female individual found in Lamanai, Orange Walk District, Belize, was procured by Nancy Simmons and Sonja Vernes to generate a high-quality reference genome for the Bat Biology Foundation and the Bat1K project. Sequencing was conducted at Paratus Sciences and genome assembly was conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,17.76715,-88.65135,FALSE,FALSE,results/species/Glossophaga_soricina/range_raster.tif,results/species/Glossophaga_soricina/range_raster_goode.tif,-62.5863271351742,-5.00915498558835,FALSE,FALSE,FALSE,FALSE
Gobio gobio,gudgeon,GCA_949357685.1,Fishes,137266233,2024,TRUE,LC,NA,Unknown,"Ukraine, Switzerland, Luxembourg, Poland, Russian Federation, Belarus, Belgium, Lithuania, Netherlands, Sweden, Italy, Austria, Norway, Denmark, France, United Kingdom, Germany, Latvia, Slovakia, Liechtenstein, Czechia, France (mainland), Hungary, Italy (mainland), Great Britain, Northern Ireland, Ireland, Romania, Morocco, Moldova, Ukraine (main part), European Russia, Central European Russia, Kaliningrad, Northwest European Russia, South European Russia",Europe,2,Gobio gobio,"Gobio gobio, Gobio fluviatilis, Cobitis fundulus, Gobio latus, Gobio saxatilis, Gobio venatus, Gobio vulgaris, Cyprinus gobio",Gobio latus; Gobio saxatilis; Gobio gobio kovatchevi; Gobio fluviatilis lepidolaemus; Gobio gobio muresia; Bungia nigrescens; Gobio fluviatilis; Gobio gobio albanicus; Gobio vulgaris; Cyprinus gobio; Cobitis fundulus; Gobio phoxinoides; Gobio gobio balcanicus; Gobio gobio magnicapitata; Gobio gobio prosopyga; Gobio gobio longicirris; Gobio gobio saramaticus; Gobio gobio gobio; Gobio gobio nikolskyi; Gobio gobio katopyga; Gobio nigrescens; Leuciscus gobio; Gobio gobio lepidolaemus; Gobio lepidolaemus; Gobio balcanicus; Gobio gobio,Ray-finned fishes,SAMEA11296538,River Wharfe | confluence Riffa Beck,53.908341 -1.609327,NA,ANDY NUNN| PAOLO MOCCETTI,NA,NA,"The assembly fGobGob1.1 is based on 34x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",53.908341,-1.609327,FALSE,FALSE,results/species/Gobio_gobio/range_raster.tif,results/species/Gobio_gobio/range_raster_goode.tif,15.7152971810452,51.0191911669075,FALSE,FALSE,FALSE,FALSE
Gobius niger,black goby,GCA_951799975.1,Fishes,45106848,2015,TRUE,LC,NA,Stable,"United Kingdom, Ukraine, Türkiye, Tunisia, Syrian Arab Republic, Sweden, Spain, Slovenia, Romania, Portugal, Poland, Norway, Netherlands, Morocco, Montenegro, Monaco, Malta, Madeira, Lithuania, Libya, Finland, European Russia, Estonia, Egypt, Denmark, Cyprus, Croatia, Canary Is., Bulgaria, Belgium, Algeria, Albania, France, Georgia, Germany, Gibraltar, Greece, Guernsey, Ireland, Israel, Italy, Jersey, Latvia, Lebanon, Northern Ireland, Great Britain, Spanish North African Territories, Spain (mainland), Baleares, Selvagens, Portugal (mainland), France (mainland), Corsica, East Aegean Is., Greece (mainland), Kriti, Russian Federation, Sicilia, Sardegna, Italy (mainland)",Europe,2,Gobius niger,"Gobius fuliginosus, Gobius jozo nigrescens, Gobius punctulatus, Gobius jozo major, Gobius viridis, Gobius niger hispanicus, Gobius niger nigerrimus, Gobius jozo pontica, Gobius longiradiatus, Gobius brittanicus, Gobius niger jozo, Gobius gorgione, Gobius jozo minor, Gobius jozo, Gobius jozo albescens, Gobius  boulerot",Awaous nigripinnis; Gobius niger; Gobius commersonii; Gobius nigripinnis; Awavus commersoni; Gobius commersoni; Awaous commersoni,Ray-finned fishes,SAMEA13854149,Cornwall| Cawsand bay | Bar Beam Trawl,50.329666 -4.191445,NA,PATRICK ADKINS | MITCHELL BRENNAN | RACHEL BRITTAIN | SEAN MCTIERNEY | FRANKIE PERRY,NA,NA,"The assembly fGobNig1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.329666,-4.191445,FALSE,FALSE,results/species/Gobius_niger/range_raster.tif,results/species/Gobius_niger/range_raster_goode.tif,11.4061169072131,41.6405928388728,FALSE,FALSE,FALSE,FALSE
Gopherus evgoodei,Goode's Thornscrub Tortoise,GCA_007399415.1,Reptiles,90377826,2018,FALSE,VU,A4ce,Decreasing,"Sonora, Sinaloa, Chihuahua, Mexico",Global,1,Gopherus evgoodei, ,Xerobates agassizii; Gopherus evgoodei,Turtles,SAMN03496275,Mexico: Sonora,NA,NA,T. Edwards,"Sinaloan lineage of desert tortoise used for transcriptome assembly - Wild tortoise, part of A. Karl radio telemetry study. Located near Alamos, Sonora Mexico in Tropical Deciduous Forest",NA,This assembly represents the principal haplotype of the diploid genome Gopherus evgoodei and includes the chromosomes. The alternate haplotype sequences are in WGS project VHHO00000000.,29.3333331,-110.6666671,FALSE,FALSE,results/species/Gopherus_evgoodei/range_raster.tif,results/species/Gopherus_evgoodei/range_raster_goode.tif,-109.180276856381,27.2259463222949,TRUE,FALSE,FALSE,FALSE
Gopherus flavomarginatus,Mexican gopher tortoise,GCA_025201925.1,Reptiles,112660985,2018,TRUE,CR,A4bcd,Decreasing,"Chihuahua, Coahuila, Durango, Mexico",Global,1,Gopherus flavomarginatus,"Gopherus flavomarginatus, Gopherus huecoensis",Gopherus huecoensis; Gopherus flavomarginatus,Turtles,SAMN24199108,"USA: Raton, New Mexico",36.88 N 104.97 W,University of Arizona,Taylor Edwards,"The Mexican gopher tortoise is the largest tortoises in North America. They inhabit the Mexican states Chihuahua, Coahulia and Durango, but are primarily found in Chihuahuan Desert. This genome was supported by Robert Murphey and Taylor Edwards. Sequencing and assembly were conducted at the Vertebrate Genomes Lab (VGL) at The Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis, as part of the Vertebrate Genomes Project (VGP). The genome was assembled by Arang Rhie.",NA,NA,36.88,-104.97,FALSE,FALSE,results/species/Gopherus_flavomarginatus/range_raster.tif,results/species/Gopherus_flavomarginatus/range_raster_goode.tif,-103.785948397014,26.9642311773403,TRUE,FALSE,FALSE,FALSE
Gorilla gorilla,gorilla,GCA_029281585.3,Mammals,136250858,2018,TRUE,CR,A4bcde,Decreasing,"Nigeria, Gabon, Equatorial Guinea (mainland), Congo, Central African Republic, Cameroon, Cabinda, Equatorial Guinea, Angola",Global,1,Gorilla gorilla,Troglodytes gorilla,Troglodytes gorilla; Gorilla gorilla,Mammals,SAMN04003007,NA,NA,NA,NA,NA,NA,"This is the goldenpath principal haplotype containing all chromosomes. The maternal (JAQQLJ000000000) and paternal (JAQQLK000000000) haplotypes are also available.
The mitochondrial genome was added to the assembly on May 2024.",NA,NA,FALSE,TRUE,results/species/Gorilla_gorilla/range_raster.tif,results/species/Gorilla_gorilla/range_raster_goode.tif,13.3832127722316,0.769339894873735,TRUE,FALSE,FALSE,FALSE
Gouania willdenowi,blunt-snouted clingfish,GCA_900634775.2,Fishes,257016762,2025,TRUE,LC,NA,Unknown,"France, Monaco, Spain, Italy",Europe,2,Gouania willdenowi,"Lepadogaster willdenowi, Gouania prototypus, Lepadogaster piger, Leptopterygius coccoi, Rupisuga nicensis",Gouania willdenowi; Gouania prototypus; Lepadogaster piger; Gouana pigra; Leptopterygius coccoi; Rupisuga nicensis; Lepadogaster willdenowi; Gouania wildenowi,Ray-finned fishes,SAMEA104026382,NA,NA,NA,NA,NA,NA,"The assembly fGouWil2.2 is based on
58x PacBio Sequel data,
67x coverage Illumina HiSeqX data from a 10X Genomics Chromium library and two-enzyme BioNano Irys data generated at the Wellcome Sanger Institute as well as
83x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. The assembly was made using the Vertebrate Genomes Project v1.5 assembly pipeline on DNAnexus. An initial PacBio assembly was made using Falcon-unzip, and retained haplotigs were identified using purge_haplotigs. The primary contigs were then scaffolded using the 10X data with scaff10x, then scaffolded further with BioNano hybrid scaffolding and scaffolded further still using the Hi-C data with SALSA2. Polishing and gap-filling of both the primary scaffolds and haplotigs was performed using the PacBio reads and Arrow, followed by two rounds of Illumina polishing using the 10X data and freebayes. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was manually improved using gEVAL to correct mis-joins and improve concordance with the BioNano and Hi-C data. Chromosomes are named by synteny to medaka.",NA,NA,FALSE,TRUE,results/species/Gouania_willdenowi/range_raster.tif,results/species/Gouania_willdenowi/range_raster_goode.tif,6.48668168965522,40.7031510001212,TRUE,FALSE,FALSE,FALSE
Grampus griseus,Risso's dolphin,GCA_964374135.1,Mammals,218567526,2023,TRUE,LC,NA,Unknown,"Bosnia and Herzegovina, Albania, Gibraltar, Montenegro, United Kingdom, Cyprus, Malta, Netherlands, Norway, Belgium, Croatia, Denmark, Germany, Spain, Sweden, Russian Federation, Slovenia, Poland, Ireland, Monaco, Portugal, Libya, Tunisia, Lebanon, Algeria, Morocco, Palestine, State of, Syrian Arab Republic, Israel, Corsica, France (mainland), East Aegean Is., Greece (mainland), Kriti, Italy (mainland), Sardegna, Sicilia, Baleares, Canary Is., Spain (mainland), Türkiye-in-Asia, Egypt (African part), Sinai, Spanish North African Territories, Türkiye-in-Europe, France, Egypt, Türkiye, Greece, Italy",Europe,2,Grampus griseus,Delphinus griseus,Grampus griseus; Grampus griseus stearnsi; Grampus griseus sowerbianus; Grampus griseus richardsoni; Grampus griseus sakamata; Grampus rissoanus; Delphinus aires; Delphinus griseus; Globicephalus rissii; Grampidelphis griseus; Grampus sowerbianus; Grampidelphis kuzira; Phocaena griseus; Grampidelphis exilis; Gramphidelphis griseus; Grampus sakamata; Phocaena rissonus; Delphinus orca; Grampus stearnsii; Grampus cuvieri; Delphinus rissoi; Delphinus rissoanus; Delphinus risso; Grampus richardsoni; Grampus sakata,Mammals,SAMEA111380541,Scotland | Aberdeenshire | Fraserbrugh | Waters of Philorth,57.67583333 -1.97083333,NA,Nick Davison,NA,NA,"The assembly mGraGri1.hap1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The X and Y chromosomes were identified by read coverage. The exact order and orientation of the contigs on chromosome Y (7.8 - 18 Mbp) are unknown.",57.67583333,-1.97083333,FALSE,FALSE,results/species/Grampus_griseus/range_raster.tif,results/species/Grampus_griseus/range_raster_goode.tif,-9.17368446954533,4.65183037714478,FALSE,FALSE,FALSE,FALSE
Grus americana,whooping crane,GCA_028858705.1,Birds,181242855,2020,TRUE,EN,D,Increasing,"Mexico, Canada, United States",Global,1,Grus americana, ,Ardea americana; Grus americana,Birds,SAMN32775697,"USA: Baraboo, Wisconsin",43.5477 N 89.7563 W,International Crane Foundation,Barry Kinney Hartup,"The whooping crane (Grus americana) is the tallest North American bird, named for its whooping sound. It is an endangered species. Along with the sandhill crane (Antigone canadensis), it is one of only two crane species native to North America (from Wikipedia entry). This sample (bGruAme1) is from a male of a trio of samples, with the parents (mother bGruAme2 and father bGruAme3) collected as eggs in Alberta Canada, and the child (aDenEbr1) breed in captivity at the International Crane Foundation in Baraboo, Wisconsin. Blood sample collection as by Barry Kinney Hartup at the International Crane Foundation. Use of the samples were coordinated by Hernan Eduardo Morales Villegas and Tom Gilbert in Copenhagen, Denmark, for a trio-based high-quality reference genome of both maternal and paternal haplotypes, and contributed to the Vertebrate Genomes Project (VGP). Sequencing and assembly were conducted at the Vertebrate Genomes Lab (VGL) at Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,43.5477,-89.7563,FALSE,FALSE,results/species/Grus_americana/range_raster.tif,results/species/Grus_americana/range_raster_goode.tif,-95.6237786560935,41.4500143739651,FALSE,FALSE,FALSE,FALSE
Grus grus,Eurasian crane,GCA_964106855.1,Birds,166235832,2021,TRUE,LC,NA,Increasing,"Gibraltar, Bulgaria, Liechtenstein, United Kingdom, Svalbard and Jan Mayen, Norway, Hungary, Iceland, Cyprus, Azerbaijan, Ukraine, Luxembourg, Romania, Serbia, Slovenia, Sweden, Armenia, Malta, Montenegro, Russian Federation, European Russia, Belgium, Austria, Ireland, Finland, Estonia, Bosnia and Herzegovina, Netherlands, Georgia, Czechia, North Macedonia, Denmark, Belarus, Germany, Türkiye, Croatia, Portugal, Lithuania, Albania, France, Spain, Poland, Switzerland, Greece, Latvia, Italy, Slovakia, Faroe Islands",Europe,2,Grus grus, ,Megalornis grus; Grus grus; Ardea grus; Grus lilfordi; Ardea spec; Grus cinereus; Grus communis,Birds,SAMEA113398837,England|Gloucester|Newgounds,51.73 -2.4,NA,MICHELLE O'BRIEN,NA,NA,"The assembly bGruGru1.hap1.1 is based on 48x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Z chromosome identified based on synteny with Grus americana (GCF_028858705.1)",51.73,-2.4,FALSE,FALSE,results/species/Grus_grus/range_raster.tif,results/species/Grus_grus/range_raster_goode.tif,72.4311700676205,46.045448281608,TRUE,FALSE,FALSE,FALSE
Guaruba guaruba,golden parakeet,GCA_045345405.1,Birds,132029835,2018,TRUE,VU,A2cd+3cd+4cd; C2a(ii),Decreasing,Brazil,Global,1,Guaruba guarouba,"Guarouba guarouba, Aratinga guarouba",Guaruba guaruba; Guaruba guarouba,Birds,SAMN44514542,"Brazil:Para, Jacunda",4.450833 S 49.115833 W,PZC005*,"Nereston de Camargo, Jeronymo Dalapicolla, Alexandre Aleixo","Guaruba guarouba is endemic to the Brazilian Amazon, with limited occurrence to the south of the Amazon River and east of the Madeira River. There is a modeling based on habitat loss that indicates a population decline of between 23% and 40% in three generations, involving past and future. In addition, analysis of habitat loss in three past generations indicated a population decline of between 30% and 50%. For these reasons, G. guarouba was categorized as Vulnerable (VU) A4cd. source: https://salve.icmbio.gov.br/",NA,NA,-4.450833,-49.115833,FALSE,FALSE,results/species/Guaruba_guarouba/range_raster.tif,results/species/Guaruba_guarouba/range_raster_goode.tif,-54.2574149759736,-5.27580054810791,FALSE,FALSE,FALSE,FALSE
Gulosus aristotelis,European shag,GCA_949628215.1,Birds,166316717,2021,TRUE,LC,NA,Decreasing,"Norway, Denmark, Belgium, Italy, Switzerland, Romania, Sweden, Bulgaria, Cyprus, Czechia, Austria, Albania, Malta, Russian Federation, Netherlands, Finland, Serbia, European Russia, Montenegro, Portugal, Croatia, Liechtenstein, Ireland, Poland, Germany, Gibraltar, Ukraine, North Macedonia, United Kingdom, France, Greece, Iceland, Spain, Slovenia, Faroe Islands, Bosnia and Herzegovina, Türkiye",Europe,2,Gulosus aristotelis,Phalacrocorax aristotelis,Phalacrocorax graculus; Gulosus aristotelis; Phalacrocorax aristotelis; Pelecanus graculus; Leucocarbo aristotelis; Pelecanus aristotelis; Gulosus aristotelis aristotelis; Carbo graculus; Pelecanus subtus fuscus,Birds,SAMEA10059652,Scotland | Isle of May NNR,56.1902 -2.5736,NA,HANNAH RAVENSWATER | FIONA GRECO | SARAH BURTHE,NA,NA,"The assembly bGulAri2.1 is based on 42x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",56.1902,-2.5736,FALSE,FALSE,results/species/Gulosus_aristotelis/range_raster.tif,results/species/Gulosus_aristotelis/range_raster_goode.tif,9.03597159247393,46.4192537876362,FALSE,FALSE,FALSE,FALSE
Gymnoscopelus braueri,Brauer's lanternfish,GCA_963280865.1,Fishes,129564923,2019,TRUE,LC,NA,Unknown,"Heard Island and McDonald Islands, Marion-Prince Edward Is., Tristan da Cunha, Falkland Islands (Malvinas), Chile, Argentina, French Southern Territories, New Zealand, Australia, Bouvet Island, Antarctica, South Georgia and the South Sandwich Islands, South Africa, Saint Helena, Ascension and Tristan da Cunha",Global,1,Gymnoscopelus braueri,Myctophum braueri,Gymnoscopelus braueri; Myctophum braueri,Ray-finned fishes,SAMEA12815494,Southern Ocean,-54.49654 -45.90156,NA,ILIANA BISTA,NA,NA,"The assembly fGymBra2.1 is based on 34x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-54.49654,-45.90156,FALSE,FALSE,results/species/Gymnoscopelus_braueri/range_raster.tif,results/species/Gymnoscopelus_braueri/range_raster_goode.tif,-8.31170211832796,-56.5842246663601,FALSE,FALSE,FALSE,FALSE
Gymnoscopelus microlampas,minispotted lanternfish,GCA_963454915.1,Fishes,129564973,2019,TRUE,LC,NA,Unknown,"Heard Island and McDonald Islands, French Southern Territories, Australia, Bouvet Island, Antarctica, South Georgia, New Zealand, Argentina, Chile, Falkland Islands (Malvinas), Tristan da Cunha, Marion-Prince Edward Is., South Georgia and the South Sandwich Islands, Saint Helena, Ascension and Tristan da Cunha, South Africa",Global,1,Gymnoscopelus microlampas, ,Gymnoscopelus microlampas,Ray-finned fishes,SAMEA12815435,Southern Ocean,-52.67377 -55.11495,NA,ILIANA BISTA,NA,NA,"The assembly fGymMic1.1 is based on 62x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-52.67377,-55.11495,FALSE,FALSE,results/species/Gymnoscopelus_microlampas/range_raster.tif,results/species/Gymnoscopelus_microlampas/range_raster_goode.tif,11.5397438079238,-48.6818142523496,FALSE,FALSE,FALSE,FALSE
Gypaetus barbatus,bearded vulture,GCA_028022735.1,Birds,166294930,2021,TRUE,NT,D1,Increasing,"Türkiye, Montenegro, Azerbaijan, North Macedonia, Georgia, Spain, Liechtenstein, Bulgaria, Andorra, Albania, Croatia, Serbia, France, European Russia, Germany, Cyprus, Czechia, Armenia, Italy, Portugal, Greece, Romania, Switzerland, Bosnia and Herzegovina, Russian Federation, Austria",Europe,2,Gypaetus barbatus, ,Vultur barbatus; Gypaetus neophron; Gypaetus barbatus,Birds,SAMN32256411,Spain: Ainsa,42.428074 N 0.135667 E,Fundacion Para La Conservacion del Quebrantahuesos,Tomas marques-Bonet and Marc Palmada Flores,"The bearded vulture (Gypaetus barbatus) is a very large bird of prey and the only member of the genus Gypaetus. Traditionally considered an Old World vulture, it actually forms a separate minor lineage of Accipitridae together with the Egyptian vulture (Neophron percnopterus), its closest living relative (from Wkipedia entry). This sample is from a female collected by Tomas Marques-Bonet and Esther Lizano in Ainsa, Spain, and used to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing was conducted at the Vertebrate Genome Lab at the Rockefeller University, and assembly conducted by Marc Palmada Flores, coordinated by Olivier Fedrigo, Erich Jarvis, and Tomas Marques-Bonet.",NA,"Order and orientation of contigs in the following centromeric repeats is uncertain: chromosome 1 20.6-23.9mb, chromosome 2 19.1-22.2mb, chromosome 3 24.1-25.5mb, chromosome 4 37.9-39.1mb, chromosome 9, 17.3-22.8mb, chromosome 12 16.6-20.9mb, chromosome 14 20.6-23.5mb, chromosome 16 4.8-8.8mb, chromosome 19 0.7-3.6mb, chromosome 24 1-3.7mb, chromosome W 17.6-19.4mb chromosome 18 9.1-11.8mb",42.428074,0.135667,FALSE,FALSE,results/species/Gypaetus_barbatus/range_raster.tif,results/species/Gypaetus_barbatus/range_raster_goode.tif,63.3454036338154,28.6319103599632,FALSE,FALSE,FALSE,FALSE
Haemorhous mexicanus,house finch,GCA_027477595.1,Birds,132001810,2018,TRUE,LC,NA,Increasing,"Mexico, United States, Canada",Global,1,Haemorhous mexicanus,Carpodacus mexicanus,Haemorhous mexicanus; Fringilla mexicana; Carpodacus mexicanus,Birds,SAMN28453576,"USA: UC Davis, California",38.526463 N 121.790024 W,University of Memphis,Amberleigh Henschen,"The house finch (Haemorhous mexicanus) is a bird in the finch family Fringillidae. It is native to western North America and has been introduced to the eastern half of the continent and Hawaii. This sample was procured by Amberleigh Henschen and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). The project was coordinated by James S. Adelman of the University of Memphis. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,38.526463,-121.790024,FALSE,FALSE,results/species/Haemorhous_mexicanus/range_raster.tif,results/species/Haemorhous_mexicanus/range_raster_goode.tif,-100.388021535808,37.6301387425155,FALSE,FALSE,FALSE,FALSE
Haliaeetus albicilla,white-tailed eagle,GCA_947461875.1,Birds,166294180,2021,TRUE,LC,NA,Increasing,"France, Cyprus, Switzerland, Malta, Canary Is., Germany, Iceland, Türkiye, Lithuania, Spain, Montenegro, Luxembourg, United Kingdom, Romania, Estonia, Sweden, Armenia, Georgia, Netherlands, Moldova, Finland, Czechia, Greece, Serbia, Bosnia and Herzegovina, Italy, Ireland, Poland, Azerbaijan, Svalbard and Jan Mayen, North Macedonia, Slovakia, Hungary, Faroe Islands, Norway, European Russia, Bulgaria, Belarus, Belgium, Austria, Ukraine, Denmark, Russian Federation, Portugal, Slovenia, Latvia, Croatia, Albania, Greenland",Europe,2,Haliaeetus albicilla, ,Haliaeetus albicilla; Haliaetus albicilla; Haliaeetus angustipes; Falco albicilla,Birds,SAMEA12857288,Reykjavik,65'2924 22'63308,NA,Kristinn Haukur Skarphedinsson,NA,NA,"The assembly bHalAlb1.1 is based on 49x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The ${ORGANELLE_TYPE_CLAUSE} assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",65.2924,22.63308,FALSE,FALSE,results/species/Haliaeetus_albicilla/range_raster.tif,results/species/Haliaeetus_albicilla/range_raster_goode.tif,84.8532107419261,52.2424815239303,FALSE,FALSE,FALSE,FALSE
Halichoerus grypus,grey seal,GCA_964656455.1,Mammals,231324486,2025,TRUE,LC,NA,Increasing,"Denmark, Estonia, Faroe Islands, Netherlands, Poland, Lithuania, Finland, Germany, Norway, Sweden, United Kingdom, Greenland, Iceland, Ireland, Latvia, France (mainland), Portugal (mainland), North European Russia, Portugal, Spain, France, Russian Federation, European Russia",Europe,2,Halichoerus grypus,Phoca grypus,Phoca pachyrhynchus; Phoca halichoerus; Phoca atlantica; Phoca grypus; Phoca macrorhynchus; Phoca griseus; Halichoerus grypha; Phocha halichoreus; Halichoerus griseus; Phoca baltica; Halichoerus grypus,Mammals,SAMEA115427674,Scotland | Monach Isles,57.5235 -7.6166,NA,Simon Moss,NA,NA,"The assembly mHalGry1.hap1.1 is based on 58x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The exact order and orientation of the contigs on chromosome 8 (13.0 - 20.0) are unknown. The sex chromosome X was assigned by synteny to GCA_028975605.1 / Pusa sibirica.",57.5235,-7.6166,FALSE,FALSE,results/species/Halichoerus_grypus/range_raster.tif,results/species/Halichoerus_grypus/range_raster_goode.tif,-13.8404073081969,54.4907283550749,FALSE,FALSE,FALSE,FALSE
