...1,X.1,scientific_name,iucn_name,assessment_id,category,criteria,pop_trend,locations,year_published,latest,gbif_synonyms,iucn_synonyms,X,lineage,extended_lineage,english_name,accession_number_for_main_haplotype,biosample_accession,geo_location,latlon,comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
153,153,Dasyurus maculatus,Dasyurus maculatus,21946847,NT,A2c; C1,Decreasing,Australia,2018,TRUE,Dasyurus maculatus; Viverra maculata,NA,161,Mammals,Mammals,tiger quoll,GCA_048593285.1,SAMN47326980,missing,NA,NA,50.4604731,2.77133,FALSE,FALSE,results/species/Dasyurus_maculatus/range_raster.tif,results/species/Dasyurus_maculatus/range_raster_goode.tif,149.247593439585,-33.2933170557334,TRUE,FALSE,FALSE,FALSE
155,155,Dendropsophus ebraccatus,Dendropsophus ebraccatus,53954856,LC,NA,Stable,"Guatemala, Ecuador, Costa Rica, Belize, Nicaragua, Honduras, Colombia, Panama, Tabasco, Quintana Roo, Veracruz, Campeche, Chiapas, Oaxaca, Mexico",2020,TRUE,Hyla weyerae; Hyla ebraccata; Dendropsophus ebraccatus,"Hyla weyerae, Hyla  ebraccata",371,Amphibians,Amphibians,hourglass treefrog,GCA_027789765.1,SAMN32145295,"USA: Vassar College, Poughkeepsie, New York",41.684639 N 73.895553 W,NA,41.684639,-73.895553,FALSE,FALSE,results/species/Dendropsophus_ebraccatus/range_raster.tif,results/species/Dendropsophus_ebraccatus/range_raster_goode.tif,-79.6483958146413,7.58506183778714,TRUE,FALSE,FALSE,FALSE
159,159,Dibamus smithi,Dibamus smithi,112130900,DD,NA,Unknown,Viet Nam,2018,TRUE,Dibamus smithi,NA,358,Reptiles,Lepidosauria,Smith's blind skink,GCA_046126795.1,SAMN44704469,Viet Nam: Binh Thuan,11 N 108 E,NA,11,108,FALSE,FALSE,results/species/Dibamus_smithi/range_raster.tif,results/species/Dibamus_smithi/range_raster_goode.tif,108.649332162381,12.1768942720833,TRUE,FALSE,FALSE,FALSE
170,170,Echiichthys vipera,Echiichthys vipera,45884258,LC,NA,Unknown,"United Kingdom, Türkiye, Tunisia, Syrian Arab Republic, Spain, Slovenia, Portugal, Norway, Guernsey, Greece, Gibraltar, Germany, France, Egypt, Denmark, Cyprus, Croatia, Canary Is., Belgium, Algeria, Albania, Ireland, Israel, Italy, Jersey, Lebanon, Libya, Madeira, Malta, Monaco, Montenegro, Morocco, Netherlands, Sicilia, Sardegna, Italy (mainland), Corsica, France (mainland), East Aegean Is., Greece (mainland), Kriti, Portugal (mainland), Baleares, Spain (mainland), Spanish North African Territories, Great Britain, Northern Ireland, Egypt (African part), Sinai",2015,TRUE,Echiichthys vipera; Trachinus horridus; Trachinus vipera; Echeiichthys vipera,"Trachinus horridus, Trachinus vipera",538,Fishes,Ray-finned fishes,lesser weever,GCA_963691815.1,SAMEA112765695,Whitsand Bay|Trawl 3,50.32767353 -4.23848816,"The assembly fEchVip8.1 is based on 34x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Two half coverage putative sex chromosomes chromosomes were observed and provisionally named X and Y. However, the sample used for genome assembly was of unknown sex and so the sex determination system could be ZW instead of XY. A literature search did not recover information on the sex determination system for this species. It should also be noted that a previous cytological study (https://doi.org/10.1159/000076302) did not identify heteromorphic sex chromosomes in this species.",50.32767353,-4.23848816,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
172,172,Electrophorus electricus,Electrophorus electricus,53826515,LC,NA,Stable,"Suriname, French Guiana, Guyana",2023,TRUE,Electrophorus electricus; Gymnotus electricus; Gymnotus regius; Electrophorus multivalvulus; Gymnotus tremulus,"Gymnotus regius, Gymnotus tremulus, Electrophorus multivalvulus, Gymnotus electricus",418,Fishes,Ray-finned fishes,electric eel,GCA_041902795.1,SAMN42883346,China,NA,NA,35.000074,104.999927,TRUE,FALSE,results/species/Electrophorus_electricus/range_raster.tif,results/species/Electrophorus_electricus/range_raster_goode.tif,-56.2988166171485,4.25917675755361,TRUE,FALSE,FALSE,FALSE
176,176,Emys orbicularis,Emys orbicularis,207667247,NT,A2bcde,Decreasing,"Belgium, Albania, Poland, Serbia, Austria, North Macedonia, Bosnia and Herzegovina, Bulgaria, Hungary, Latvia, Croatia, Czechia, Slovenia, Ukraine, Russian Federation, Montenegro, Denmark, Romania, France, Greece, Italy, Slovakia, Switzerland, Spain, Moldova, Germany, Türkiye, Portugal, Lithuania, Netherlands, Gibraltar, France (mainland), Greece (mainland), Italy (mainland), Spain (mainland), European Russia, Türkiye-in-Europe, Corsica, Sardegna, United Kingdom, Portugal (mainland), Great Britain, Kaliningrad, South European Russia, Central European Russia, Kosovo, Krym, Ukraine (main part), Serbia, Baleares, Belarus, East Aegean Is.",2024,TRUE,Emys tigris; Cistudo hellenica; Emys orbicularis lanzai; Emys hofmanni; Emys orbicularis hoffmani; Cistuda hellenica; Emys europaea concolor; Emys europaea maculosa; Testudo terrestris; Emys lutaria borealis; Emys turfa; Emys antiquorum; Emys orbicularis luteofusca; Emys europaea sparsa; Testudo rotunda; Cistudo anhaltina; Testudo europaea; Emys orbicularis kurae; Emys orbicularis colchica; Testudo pulchella; Emys orbicularis iberica; Emys orbicularis aralensis; Emys lutaria taurica; Emys orbicularis orientalis; Testudo lutraria; Emys orbicularis atra; Emys europaea punctata; Emys iberica; Emys orbicularis capolongoi; Emys orbicularis hispanica; Emys europaea; Testudo lutaria; Testudo punctata; Emys orbicularis fritzjuergenobsti; Testudo orbicularis; Emys orbicularis,"Emys orbicularis, Testudo europaea, Testudo orbicularis",315,Reptiles,Turtles,European pond turtle,GCA_028017835.1,SAMN31805221,Italy: Reserve Naturale Monte Rufeno,42.78473 N 11.88612 E,NA,42.78473,11.88612,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
177,177,Engystomops pustulosus,Engystomops pustulosus,53969023,LC,NA,Stable,"Nicaragua, Guyana, Belize, Venezuela, Bolivarian Republic of, Guatemala, Colombia, Mexico, Costa Rica, Trinidad and Tobago, El Salvador, Honduras, Panama, Veracruz, Querétaro, Honduras (mainland), Costa Rica (mainland), Nicaragua (mainland), Campeche",2020,TRUE,Engystomops pustulosus; Paludicola pustulosa; Bufo atrigularis; Eupemphix pustulosus ruthveni; Eupemphix ruthveni; Physalaemus pustulosus ruthveni; Bufo stentor; Eupemphix pustulosus trinitatis; Eupemphix trinitatis; Eupemphix pustulosa trinitatis; Engystomops stentor; Physalaemus stentor; Peralaimos stentor; Eupemphix stentor; Microphryne pustulosa; Physalaemus pustulosus; Bufo pustulosus; Eupemphix pustulosa,"Physalaemus pustulosus, Bufo   stentor, Microphryne  pustulosa, Peralaimos  stentor, Engystomops  stentor, Eupemphix  stentor, Eupemphix  pustulosa, Eupemphix  trinitatis , Bufo  atrigularis , Eupemphix  ruthveni , Paludicola pustulosa",375,Amphibians,Amphibians,tungara frog,GCA_040894005.1,SAMN42463661,"USA: Stockton, California",37.9795 N 121.313 W,NA,37.9795,-121.313,FALSE,FALSE,results/species/Engystomops_pustulosus/range_raster.tif,results/species/Engystomops_pustulosus/range_raster_goode.tif,-74.454499599441,9.91645387605485,TRUE,FALSE,FALSE,FALSE
178,178,Enoplosus armatus,Enoplosus armatus,143616622,LC,NA,Unknown,"South Australia, Queensland, New South Wales, Western Australia, Victoria, Tasmania, Australia",2020,TRUE,Chaetodon armatus; Enoplosus armatus,Chaetodon armatus,506,Fishes,Ray-finned fishes,old wife,GCA_043641665.1,SAMN40589647,"Australia: Western Australia, Middle Island",NA,NA,-34.1017317,123.1878033,FALSE,FALSE,results/species/Enoplosus_armatus/range_raster.tif,results/species/Enoplosus_armatus/range_raster_goode.tif,137.046886085834,-35.0267096387833,TRUE,FALSE,FALSE,FALSE
179,179,Epinephelus lanceolatus,Epinephelus lanceolatus,100465809,DD,NA,Decreasing,"Taiwan, Province of China, Japan, Hong Kong, Yemen, Saudi Arabia, Pakistan, Iran, Islamic Republic of, Tanzania, United Republic of, South Africa, Somalia, Seychelles, Réunion, Mozambique, Mayotte, Tonga, Tokelau, Solomon Islands, Samoa, Pitcairn, Papua New Guinea, Palau, Northern Mariana Islands, Niue, New Caledonia, Nauru, Micronesia, Federated States of , United States, Hawaiian Is., American Samoa, Australia, Cook Islands, Fiji, French Polynesia, Guam, Kiribati, Marshall Islands, Tuvalu, United States Minor Outlying Islands, Johnston I., Wake Is., Vanuatu, Wallis and Futuna, British Indian Ocean Territory, Cambodia, India, Indonesia, Malaysia, Maldives, Myanmar, Philippines, Singapore, Sri Lanka, Thailand, Viet Nam, Comoros, Djibouti, Eritrea, Kenya, Madagascar, Mauritius, New Zealand, Oman, Christmas Island, Cocos (Keeling) Islands, Chagos Archipelago, Brunei Darussalam, Disputed Territory, Paracel Is., China, French Southern Territories, Mozambique Channel Is., Macao, US Line Is., Howland-Baker Is., Timor-Leste, Sudan",2018,TRUE,Serranus phaeostigmaeus; Serranus geographicus; Oligorus terrae reginae; Oligorus goliath; Stereolepoides thompsoni; Serranus abdominalis; Batrachus gigas; Holocentrus lanceolatus; Promicrops lanceolatus; Serranus lanceolatus; Epinephelus lanceolatus,NA,522,Fishes,Ray-finned fishes,giant grouper,GCA_041903045.1,SAMN41784231,China,NA,NA,35.000074,104.999927,TRUE,FALSE,results/species/Epinephelus_lanceolatus/range_raster.tif,results/species/Epinephelus_lanceolatus/range_raster_goode.tif,76.7557980321191,-2.65127247140096,TRUE,FALSE,FALSE,FALSE
180,180,Epinephelus rankini,Epinephelus rankini,241133146,LC,NA,Unknown,"Australia, Western Australia, Indonesia, Lesser Sunda Is., Timor-Leste, Maluku",2024,TRUE,Epinephelus multinotatus; Epinephelus rankini; Epinephelus leprosus; Serranus multinotatus; Serranus jayakari; Epinephelus jayakari; Epinephilus multinotatus,NA,521,Fishes,Ray-finned fishes,rankin cod,GCA_048129235.1,SAMN41769322,"Australia: Western Australia, Muirion Islands",NA,NA,-21.66125,114.3462,FALSE,FALSE,results/species/Epinephelus_rankini/range_raster.tif,results/species/Epinephelus_rankini/range_raster_goode.tif,122.641737713563,-14.9587395627947,TRUE,FALSE,FALSE,FALSE
196,196,Eutrigla gurnardus,Eutrigla gurnardus,45901587,LC,NA,Unknown,"United Kingdom, Ukraine, Türkiye, Tunisia, Syrian Arab Republic, Sweden, Spain, Slovenia, Romania, Portugal, Norway, Netherlands, Morocco, Montenegro, Monaco, Georgia, France, Faroe Islands, European Russia, Egypt, Denmark, Cyprus, Croatia, Bulgaria, Belgium, Algeria, Albania, Germany, Gibraltar, Greece, Guernsey, Iceland, Ireland, Italy, Jersey, Lebanon, Libya, Madeira, Malta, Egypt (African part), Russian Federation, Krym, Ukraine (main part), Northern Ireland, Great Britain, Spanish North African Territories, Spain (mainland), Baleares, Portugal (mainland), East Aegean Is., France (mainland), Corsica, Sicilia, Sardegna, Italy (mainland), Kriti, Greece (mainland)",2015,TRUE,Eutrigla gurnardus gurnardus; Trigla milvus; Trigla gurnardus; Eutrigla gunardus; Eutrigla gurnardus milvus; Eutroigla gurnardus; Chelidonichthys gurnardus; Eutriglia gurnardus; Eutrigla gurnardus,"Trigla gurnardus, Eutrigla gurnardus milvus, Trigla milvus, Eutriglia gurnardus, Eutrigla gurnardus gurnardus, Chelidonichthys gurnardus",520,Fishes,Ray-finned fishes,grey gurnard,GCA_963514095.1,SAMEA111562159,Whitsand Bay|Trawl 1,50.32649706 -4.23612188,"The assembly fEutGur1.1 is based on 34x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.32649706,-4.23612188,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
197,197,Falco biarmicus,Falco biarmicus,216980922,EN,C2a(i),Decreasing,"Albania, Canary Is., Slovakia, European Russia, Malta, Romania, Bosnia and Herzegovina, Bulgaria, Azerbaijan, Türkiye, Montenegro, Cyprus, Croatia, Serbia, Czechia, France, Gibraltar, Georgia, Armenia, Greece, Russian Federation, Portugal, Italy, North Macedonia, Spain",2022,TRUE,Falco biarmicus; Falco feldeggi,NA,210,Birds,Birds,Lanner falcon,GCA_023638135.1,SAMN28688289,Qatar:Doha,25.286106 N 51.534817 E,NA,25.286106,51.534817,FALSE,FALSE,results/species/Falco_biarmicus/range_raster.tif,results/species/Falco_biarmicus/range_raster_goode.tif,20.4342722667394,2.74117151588169,TRUE,FALSE,FALSE,FALSE
202,202,Falco rusticolus,Falco rusticolus,206261845,LC,NA,Stable,"Spain, Austria, Belgium, Czechia, Ukraine, Denmark, Kyrgyzstan, Russian Federation, Japan, United Kingdom, Canada, Svalbard and Jan Mayen, Saint Pierre and Miquelon, Estonia, Finland, Bermuda, Iceland, Mexico, Sweden, Kazakhstan, Pakistan, Norway, Eastern Asian Russia, France, Germany, Ireland, Greenland, European Russia, Latvia, Central Asian Russia, Brazil, United States, Netherlands, China, Poland, Portugal, Switzerland",2021,TRUE,Falco rusticolus; Falco rusticolus uralensis; Falco candicans; Falco rusticolus islandus; Falco rusticolus rusticolus; Falco gyrfalco; Falco rusticolus obsoletus; Gyrfalco candicans; Falco islandus; Falco rusticolus candicans,NA,209,Birds,Birds,gyrfalcon,GCA_015220075.1,SAMN12629496,Qatar,25.5 N 51.25 E,NA,25.5,51.25,FALSE,FALSE,results/species/Falco_rusticolus/range_raster.tif,results/species/Falco_rusticolus/range_raster_goode.tif,5.20824969097258,59.2349061859686,TRUE,FALSE,FALSE,FALSE
204,204,Fundulus diaphanus,Fundulus diaphanus,18233141,LC,NA,Stable,"United States, Canada",2013,TRUE,Fundulus extensus; Hydrargira multifaciata; Hydrargira diaphana; Fundulus diaphanus menona; Fundulus menona; Fundulus diaphanus diaphanus; Fundulus diaphanus; Fundulus multifaciatus; Fundulus heteroclitus diaphanus,Hydrargira diaphana,491,Fishes,Ray-finned fishes,banded killifish,GCA_037039145.1,SAMN39736529,"Canada: St. John's, Newfoundland and Labrador",47.573871 N 52.728135 W,NA,47.573871,-52.728135,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
205,205,Furcifer pardalis,Furcifer pardalis,6947909,LC,NA,Stable,"Mauritius (main island), Réunion, Mauritius, Madagascar",2011,TRUE,Furcifer pardalis; Chamaeleo ater; Chamaeleon krempfi; Chamaeleon axillaris; Chamaeleon longicauda; Chamaeleo guentheri; Chamaeleo pardalis,Chamaeleo pardalis,333,Reptiles,Lepidosauria,panther chameleon,GCA_030440675.1,SAMN35298317,China: Beijing,NA,NA,40.190632,116.412144,FALSE,FALSE,results/species/Furcifer_pardalis/range_raster.tif,results/species/Furcifer_pardalis/range_raster_goode.tif,49.9862745866464,-15.4024488381123,TRUE,FALSE,FALSE,FALSE
206,206,Gadus morhua,Gadus morhua,45097319,LC,NA,Increasing,"United Kingdom, Sweden, Svalbard and Jan Mayen, Poland, Norway, Netherlands, Lithuania, Latvia, Belgium, Denmark, Estonia, European Russia, Faroe Islands, Finland, France, Germany, Guernsey, Iceland, Ireland, Jersey, Russian Federation, Northern Ireland, Great Britain, France (mainland)",2015,TRUE,Gadus morhua; Gadus callarias; Gadus ruber; Gadus heteroglossus; Gadus callarias kildinensis; Gadus nanus; Gadus morrhua; Gadus morhua kildinensis; Gadus vertagus; Morrhua americana; Morhua punctatus; Gadus morhua morhua; Gadus rupestris; Gadus arenosus; Morrhua vulgaris; Morhua vulgaris; Gadus callarias hiemalis; Asellus major; Gadus morhua callarias; Gadus callarius,NA,449,Fishes,Ray-finned fishes,Atlantic cod,GCA_902167405.1,SAMEA5574046,NA,NA,"The assembly gadMor3.0 of individual fGadMor1 (SAMEA5574046) is based on 83x PacBio data generated at the Wellcome Sanger Institute and the Jakobsen lab at the University of Olso in Norway, 59x 10X Genomics Chromium data and BioNano data generated at the Wellcome Sanger Institute, as well as 76x Arima Hi-C data generated at the Jakobsen lab. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with purge_dups, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds were named based on a genetic map provided by the Jakobsen lab.",NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
208,208,Gallus gallus,Gallus gallus,263732457,LC,NA,Decreasing,"Hawaiian Is., Pakistan, Viet Nam, Bhutan, Puerto Rico, Northern Mariana Islands, India, Lao People's Democratic Republic, Philippines, China, Cambodia, Myanmar, Dominican Republic, United States, Nepal, Marshall Islands, Micronesia, Federated States of , Bangladesh, Thailand, Timor-Leste, Fiji, Jamaica, Indonesia, Nauru, Singapore, Malaysia, Australia, Palau",2024,TRUE,Gallus gallus; Phasianus gallus; Gallus domesticus,NA,280,Birds,Birds,white leghorn layer chicken,GCA_016700215.2,SAMN15960293,"USA:Fayetteville, Arkansas",36.0822 N 94.1719 W,"Contigs JAENSL010000510-JAENSL010000685 were added to the assembly in September 2021. They are copies of the sequences of the sex chromosomes W and Z from the corresponding maternal haplotype assembly JAENSK000000000 (bGalGal1.mat.broiler.GRCg7b, GCA_016699485.1). Therefore, this updated assembly bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ (GCA_016700215.2) represents the male/paternal haplotype assembly plus the female/maternal haplotype assembly's sex chromosomes.",36.0822,-94.1719,FALSE,FALSE,results/species/Gallus_gallus/range_raster.tif,results/species/Gallus_gallus/range_raster_goode.tif,100.311215531615,15.0302981381249,TRUE,FALSE,FALSE,TRUE
211,211,Gavia stellata,Gavia stellata,166326588,LC,NA,Unknown,"Georgia, European Russia, Portugal, Netherlands, Armenia, Belgium, Montenegro, Bosnia and Herzegovina, Slovakia, Lithuania, Svalbard and Jan Mayen, Slovenia, Spain, Belarus, Ukraine, Austria, Romania, Hungary, Serbia, Moldova, Italy, North Macedonia, Azerbaijan, Poland, Greece, Malta, Albania, Gibraltar, Norway, Luxembourg, Germany, Czechia, Bulgaria, Switzerland, Faroe Islands, Greenland, Liechtenstein, France, United Kingdom, Latvia, Croatia, Finland, Estonia, Russian Federation, Canary Is., Ireland, Türkiye, Sweden, Denmark, Iceland",2021,TRUE,Gavia stellata; Colymbus septentrionalis; Colymbus spec; Colymbus stellatus; Gavia septentrionalis; Colymbus rufogularis; Urinator stellatus,NA,241,Birds,Birds,red-throated Loon,GCA_030936135.1,SAMN37096312,Greenland,71.7069 N 42.6043 W,NA,71.7069,-42.6043,FALSE,FALSE,results/species/Gavia_stellata/range_raster.tif,results/species/Gavia_stellata/range_raster_goode.tif,26.5067199231375,57.4317235856778,TRUE,FALSE,FALSE,FALSE
220,220,Gopherus evgoodei,Gopherus evgoodei,144764819,VU,A4ce,Decreasing,"Sonora, Sinaloa, Chihuahua, Mexico",2018,TRUE,Xerobates agassizii; Gopherus evgoodei,NA,319,Reptiles,Turtles,Goode's Thornscrub Tortoise,GCA_007399415.1,SAMN03496275,Mexico: Sonora,NA,This assembly represents the principal haplotype of the diploid genome Gopherus evgoodei and includes the chromosomes. The alternate haplotype sequences are in WGS project VHHO00000000.,29.3333331,-110.6666671,FALSE,FALSE,results/species/Gopherus_evgoodei/range_raster.tif,results/species/Gopherus_evgoodei/range_raster_goode.tif,-109.180276856381,27.2259463222949,TRUE,FALSE,FALSE,FALSE
221,221,Gopherus flavomarginatus,Gopherus flavomarginatus,112660985,CR,A4bcd,Decreasing,"Chihuahua, Coahuila, Durango, Mexico",2018,TRUE,Gopherus huecoensis; Gopherus flavomarginatus,"Gopherus flavomarginatus, Gopherus huecoensis",320,Reptiles,Turtles,Mexican gopher tortoise,GCA_025201925.1,SAMN24199108,"USA: Raton, New Mexico",36.88 N 104.97 W,NA,36.88,-104.97,FALSE,FALSE,results/species/Gopherus_flavomarginatus/range_raster.tif,results/species/Gopherus_flavomarginatus/range_raster_goode.tif,-103.785948397014,26.9642311773403,TRUE,FALSE,FALSE,FALSE
226,226,Grus grus,Grus grus,166235832,LC,NA,Increasing,"Gibraltar, Bulgaria, Liechtenstein, United Kingdom, Svalbard and Jan Mayen, Norway, Hungary, Iceland, Cyprus, Azerbaijan, Ukraine, Luxembourg, Romania, Serbia, Slovenia, Sweden, Armenia, Malta, Montenegro, Russian Federation, European Russia, Belgium, Austria, Ireland, Finland, Estonia, Bosnia and Herzegovina, Netherlands, Georgia, Czechia, North Macedonia, Denmark, Belarus, Germany, Türkiye, Croatia, Portugal, Lithuania, Albania, France, Spain, Poland, Switzerland, Greece, Latvia, Italy, Slovakia, Faroe Islands",2021,TRUE,Megalornis grus; Grus grus; Ardea grus; Grus lilfordi; Ardea spec; Grus cinereus; Grus communis,NA,256,Birds,Birds,Eurasian crane,GCA_964106855.1,SAMEA113398837,England|Gloucester|Newgounds,51.73 -2.4,"The assembly bGruGru1.hap1.1 is based on 48x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Z chromosome identified based on synteny with Grus americana (GCF_028858705.1)",51.73,-2.4,FALSE,FALSE,results/species/Grus_grus/range_raster.tif,results/species/Grus_grus/range_raster_goode.tif,72.4311700676205,46.045448281608,TRUE,FALSE,FALSE,FALSE
230,230,Gymnoscopelus microlampas,Gymnoscopelus microlampas,129564973,LC,NA,Unknown,"Heard Island and McDonald Islands, French Southern Territories, Australia, Bouvet Island, Antarctica, South Georgia, New Zealand, Argentina, Chile, Falkland Islands (Malvinas), Tristan da Cunha, Marion-Prince Edward Is., South Georgia and the South Sandwich Islands, Saint Helena, Ascension and Tristan da Cunha, South Africa",2019,TRUE,Gymnoscopelus microlampas,NA,443,Fishes,Ray-finned fishes,minispotted lanternfish,GCA_963454915.1,SAMEA12815435,Southern Ocean,-52.67377 -55.11495,"The assembly fGymMic1.1 is based on 62x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-52.67377,-55.11495,FALSE,FALSE,results/species/Gymnoscopelus_microlampas/range_raster.tif,results/species/Gymnoscopelus_microlampas/range_raster_goode.tif,11.5396443323029,-48.6818237954311,TRUE,FALSE,FALSE,FALSE
233,233,Haliaeetus albicilla,Haliaeetus albicilla,210521105,EN,D,Unknown,"Bosnia and Herzegovina, Montenegro, Türkiye, North Macedonia, Albania, Greece, Italy, Bulgaria, Iraq, Israel, Jordan, Lebanon, Palestine, State of, Syrian Arab Republic",2022,TRUE,Haliaeetus albicilla; Haliaetus albicilla; Haliaeetus angustipes; Falco albicilla,NA,225,Birds,Birds,white-tailed eagle,GCA_947461875.1,SAMEA12857288,Reykjavik,65'2924 22'63308,"The assembly bHalAlb1.1 is based on 49x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The ${ORGANELLE_TYPE_CLAUSE} assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",65.2924,22.63308,FALSE,FALSE,results/species/Haliaeetus_albicilla/range_raster.tif,results/species/Haliaeetus_albicilla/range_raster_goode.tif,84.8532107419261,52.2424815239303,TRUE,FALSE,FALSE,FALSE
238,238,Hemiscyllium ocellatum,Hemiscyllium ocellatum,68625284,LC,NA,Stable,"Australia, Western Australia, New South Wales, Queensland, Northern Territory, Papua New Guinea, Papua New Guinea (main island group), Indonesia, Papua",2015,TRUE,Hemiscyllium ocellatum; Squalus ocellatus; Squalus oculatus,NA,550,Fishes,Cartilaginous fishes,epaulette shark,GCA_020745735.1,SAMN22550098,"Australia: Clayton, Melbourne, Victoria",37.9105 S 145.1293 E,NA,-37.9105,145.1293,FALSE,FALSE,results/species/Hemiscyllium_ocellatum/range_raster.tif,results/species/Hemiscyllium_ocellatum/range_raster_goode.tif,136.877432090228,-12.2315175047893,TRUE,FALSE,FALSE,FALSE
239,239,Heptranchias perlo,Heptranchias perlo,2956343,NT,A2bd,Decreasing,"Chile, Ghana, China, Cameroon, New Zealand, Togo, Japan, Angola, Egypt, Western Sahara, Spain, Nigeria, Mauritania, Italy, Australia, South Africa, Libya, Liberia, Algeria, Indonesia, Morocco, United States, Mexico, Argentina, Mozambique, India, Brazil, Gabon, Tunisia, Türkiye, France, Benin, Seychelles, Sierra Leone, Senegal, Guinea-Bissau, Côte d'Ivoire, Congo, Greece, Equatorial Guinea, Guinea, Gambia, Aldabra, Montenegro, Isle of Man, Ireland, Croatia, Bosnia and Herzegovina, Albania, United Kingdom, Portugal, Andaman Is., Maldives, Madeira, Azores, Baleares, Canary Is., Spanish North African Territories, Somalia, Yemen, Guatemala, Peru, Namibia, Uruguay, Costa Rica, Panama, Bahamas, Nicaragua, Suriname, Congo, The Democratic Republic of the, Belize, Venezuela, Bolivarian Republic of, Philippines, Cuba, Trinidad and Tobago, Sri Lanka, Comoros, Malta, Monaco, Mayotte, Cabo Verde, Madagascar, Puerto Rico, Colombia, Honduras, Korea, Republic of, Gibraltar, Curaçao, Taiwan, Province of China, French Guiana, Guyana",2020,TRUE,Notidanus cinereus pristiurus; Squalus cinereus; Squalus perlo; Heptranchias angio; Heptranchias deani; Heptrancus angio; Heptranchias dakini; Notidanus cinereus aetatis; Heptrianchias deani; Heptranchus perlo; Heptrianchias cinereus; Notidanus cinereus; Heptranchias cinereus; Heptranchias perlo,"Heptranchias dakini, Squalus  perlo, Heptranchias  angio, Heptranchias  cinereus , Heptranchias deani , Notidanus cinereus , Notidanus cinereus, Squalus  cinereus",556,Fishes,Cartilaginous fishes,sharpnose sevengill shark,GCA_035084215.1,SAMN38891902,Japan: Okinawa Island,26.5000 N 127.9333 E,NA,26.5,127.9333,FALSE,FALSE,results/species/Heptranchias_perlo/range_raster.tif,results/species/Heptranchias_perlo/range_raster_goode.tif,33.881363652344,5.33258623213225,TRUE,FALSE,FALSE,FALSE
